# RNAseq_stressmatched_transcriptcounts.txt - counts to transcripts from multiBamCov
# Run from process_RNAseq.Rmd
# RNA_stressmatched_StefanBresson2020, date 26-09-2020
seqname	source	feature	start	end	score	strand	frame	attributes	RNA_A_30	RNA_B_30	RNA_C_GE	RNA_D_GE	RNA_E_42	RNA_F_42
chrXV	yeastutrgff	primary_transcript	453744	454238	.	-	.	ID=YOR068C_tx0	6	6	4	2	3	4
chrXV	SGD	primary_transcript	453681	455910	.	+	.	ypd=3;ID=YOR069W_id009	4018	2622	4037	2799	2703	2660
chrXV	SGD	primary_transcript	455841	457965	.	-	.	ypd=3;ID=YOR070C_id014	2246	1518	3820	2554	1746	1712
chrXV	SGD	primary_transcript	459253	461401	.	-	.	ypd=3;ID=YOR071C_id004	2391	1493	2371	1510	833	770
chrXV	SGD	primary_transcript	464700	466616	.	+	.	ypd=3;ID=YOR073W_id006	2633	1783	1802	1268	375	455
chrXV	SGD	primary_transcript	466591	467653	.	-	.	ypd=20;ID=YOR074C_id117	3435	2221	1129	693	851	801
chrXV	SGD	primary_transcript	468195	469305	.	+	.	ypd=12;ID=YOR075W_id018	2101	1449	2010	1414	1670	1548
chrXV	SGD	primary_transcript	469294	471633	.	-	.	ypd=4;ID=YOR076C_id002	2742	1865	2135	1637	1971	1865
chrXV	SGD	primary_transcript	471861	473160	.	+	.	ypd=1;ID=YOR077W_id001	3188	2143	1786	1210	494	512
chrXV	SGD	primary_transcript	472652	473408	.	+	.	ypd=25;ID=YOR078W_id059	3791	2533	1743	1195	505	475
chrXV	SGD	primary_transcript	473338	474451	.	-	.	ypd=24;ID=YOR079C_id024	1646	1122	996	745	605	555
chrXV	SGD	primary_transcript	474586	477179	.	+	.	ypd=1;ID=YOR080W_id001	1928	1297	1621	1051	873	761
chrXV	SGD	primary_transcript	476810	479225	.	-	.	ypd=4;ID=YOR081C_id009	3909	2525	4226	2717	2251	2067
chrXV	SGD	primary_transcript	479498	481261	.	+	.	ypd=1;ID=YOR083W_id005	2299	1379	2372	1394	1437	1323
chrXV	SGD	primary_transcript	480183	481805	.	+	.	ypd=3;ID=YOR084W_id022	2382	1450	2269	1360	1463	1283
chrXV	SGD	primary_transcript	481973	483197	.	+	.	ypd=24;ID=YOR085W_id043	5498	3558	3220	2232	2576	2374
chrXV	SGD	primary_transcript	483107	486956	.	-	.	ypd=1;ID=YOR086C_id002	15072	9851	13938	9605	10997	11303
chrXV	SGD	primary_transcript	487626	489857	.	+	.	ypd=1;ID=YOR087W_id003	4193	2826	3627	2519	2259	2389
chrXV	SGD	primary_transcript	489906	490908	.	-	.	ypd=6;ID=YOR089C_id013	5239	3445	5712	3961	6783	5758
chrXV	SGD	primary_transcript	491058	492966	.	-	.	ypd=3;ID=YOR090C_id020	4063	2730	3602	2552	2533	2547
chrXV	SGD	primary_transcript	493371	494534	.	+	.	ypd=125;ID=YOR091W_id104	5199	3298	2041	1327	341	309
chrXV	SGD	primary_transcript	495100	497170	.	+	.	ypd=6;ID=YOR092W_id024	4934	3199	2319	1683	1632	1477
chrXV	SGD	primary_transcript	502687	503513	.	+	.	ypd=9;ID=YOR094W_id031	1815	1197	1117	754	815	759
chrXV	SGD	primary_transcript	503436	504398	.	-	.	ypd=105;ID=YOR095C_id185	5101	3479	1835	1233	412	269
chrXV	SGD	primary_transcript	505766	506857	.	+	.	ypd=5793;ID=YOR096W_id460	63221	41297	19787	13905	3746	2947
chrXV	SGD	primary_transcript	507826	511230	.	-	.	ypd=1;ID=YOR098C_id002	8869	5776	4834	3328	1921	1971
chrXV	SGD	primary_transcript	511764	513101	.	+	.	ypd=25;ID=YOR099W_id085	11636	7878	6477	4578	4746	4316
chrXV	SGD	primary_transcript	513036	514427	.	-	.	ypd=1;ID=YOR100C_id003	159	110	1167	785	1712	1672
chrXV	SGD	primary_transcript	515170	516390	.	+	.	ypd=21;ID=YOR101W_id076	4737	3130	1903	1315	422	443
chrXV	SGD	primary_transcript	516358	516874	.	-	.	ypd=545;ID=YOR103C_id245	3059	2107	1844	1199	1736	1340
chrXV	yeastutrgff	primary_transcript	517617	518615	.	+	.	ID=YOR104W_tx0	1455	965	829	563	902	726
chrXV	SGD	primary_transcript	519054	520081	.	+	.	ypd=13;ID=YOR106W_id013	1618	1039	1300	894	531	514
chrXV	SGD	primary_transcript	521062	522623	.	+	.	ypd=2;ID=YOR107W_id002	331	198	529	353	91	49
chrXV	SGD	primary_transcript	522949	525028	.	+	.	ypd=8;ID=YOR108W_id009	14559	9624	5533	3703	688	617
chrXV	yeastutrgff	primary_transcript	525253	528726	.	+	.	ID=YOR109W_tx0	8019	5214	5786	3498	4116	4371
chrXV	SGD	primary_transcript	528830	530283	.	+	.	ypd=2;ID=YOR110W_id015	2413	1594	2075	1362	1462	1482
chrXV	SGD	primary_transcript	531438	533856	.	+	.	ypd=3;ID=YOR112W_id006	3358	2112	2663	1686	1313	1228
chrXV	yeastutrgff	primary_transcript	534050	536944	.	+	.	ID=YOR113W_tx0	1430	975	2437	1817	2036	1821
chrXV	SGD	primary_transcript	538571	539516	.	-	.	ypd=64;ID=YOR115C_id054	2946	1941	2043	1447	982	936
chrXV	SGD	primary_transcript	539665	544379	.	-	.	ypd=2;ID=YOR116C_id001	8976	5610	3308	2345	1076	1190
chrXV	SGD	primary_transcript	544949	546468	.	+	.	ypd=20;ID=YOR117W_id089	12527	8506	7936	5507	10039	9566
chrXV	SGD	primary_transcript	546651	548673	.	+	.	ypd=3;ID=YOR118W_id003	3235	2218	2779	1901	1444	1429
chrXV	SGD	primary_transcript	548617	550290	.	-	.	ypd=3;ID=YOR119C_id031	3346	2153	1792	1234	1942	1750
chrXV	SGD	primary_transcript	550489	552233	.	+	.	ypd=3;ID=YOR120W_id004	1645	1062	3229	2316	23652	22512
chrXV	SGD	primary_transcript	552061	552904	.	-	.	ypd=307;ID=YOR122C_id446	22504	14933	12570	8829	11663	11007
chrXV	SGD	primary_transcript	553116	554643	.	-	.	ypd=14;ID=YOR123C_id026	6843	4483	5104	3400	2492	2301
chrXV	SGD	primary_transcript	554747	558765	.	-	.	ypd=2;ID=YOR124C_id001	9281	6278	9061	6437	9147	10035
chrXV	SGD	primary_transcript	558892	559797	.	-	.	ypd=50;ID=YOR125C_id025	1410	982	1497	1044	1114	1100
chrXV	SGD	primary_transcript	559876	560708	.	-	.	ypd=14;ID=YOR126C_id075	1280	807	659	451	456	460
chrXV	SGD	primary_transcript	560907	564352	.	+	.	ypd=2;ID=YOR127W_id001	5211	3446	3474	2265	1548	1587
chrXV	SGD	primary_transcript	564446	566235	.	-	.	ypd=3;ID=YOR128C_id026	10546	6778	9724	6242	6627	6794
chrXV	SGD	primary_transcript	566655	569636	.	-	.	ypd=1;ID=YOR129C_id001	1726	1119	1332	971	324	354
chrXV	SGD	primary_transcript	569861	570830	.	-	.	ypd=25;ID=YOR130C_id112	3029	2089	2420	1727	767	779
chrXV	SGD	primary_transcript	572109	572943	.	-	.	ypd=7;ID=YOR131C_id027	2040	1411	1922	1320	1528	1493
chrXV	SGD	primary_transcript	573095	574865	.	+	.	ypd=7;ID=YOR132W_id026	3901	2459	5078	3328	4346	4078
chrXV	SGD	primary_transcript	575052	577801	.	+	.	ypd=38;ID=YOR133W_id125	119868	78324	60627	43989	15153	14007
chrXV	yeastutrgff	primary_transcript	578539	579918	.	+	.	ID=YOR134W_tx0	85	30	1033	780	891	1031
chrXV	SGD	primary_transcript	580147	581513	.	+	.	ypd=250;ID=YOR136W_id260	26153	17615	16048	11325	24061	23434
chrXV	yeastutrgff	primary_transcript	581688	583706	.	-	.	ID=YOR137C_tx0	1578	1044	1832	1367	2395	2142
chrXV	SGD	primary_transcript	584237	586403	.	-	.	ypd=2;ID=YOR138C_id002	3578	2300	4209	3018	2377	2491
chrXV	SGD	primary_transcript	586624	589750	.	+	.	ypd=1;ID=YOR140W_id001	2555	1614	1069	660	721	714
chrXV	SGD	primary_transcript	589658	592608	.	-	.	ypd=3;ID=YOR141C_id004	4426	2943	4827	3244	2582	2567
chrXV	SGD	primary_transcript	592864	594237	.	+	.	ypd=31;ID=YOR142W_id175	12945	8876	11874	8478	5382	6354
chrXV	SGD	primary_transcript	601360	602416	.	-	.	ypd=48;ID=YOR143C_id102	1916	1288	1039	713	332	340
chrXV	yeastutrgff	primary_transcript	602592	605117	.	-	.	ID=YOR144C_tx0	2263	1529	1149	817	614	572
chrXV	SGD	primary_transcript	605262	606192	.	-	.	ypd=27;ID=YOR145C_id108	6503	4293	2222	1503	578	486
chrXV	SGD	primary_transcript	606570	608663	.	+	.	ypd=3;ID=YOR147W_id003	2872	1836	4265	3019	2490	2138
chrXV	SGD	primary_transcript	608555	609247	.	-	.	ypd=13;ID=YOR148C_id013	1405	986	1104	709	841	735
chrXV	SGD	primary_transcript	609422	611432	.	-	.	ypd=4;ID=YOR149C_id005	2253	1488	1815	1183	555	553
chrXV	SGD	primary_transcript	611972	612589	.	+	.	ypd=203;ID=YOR150W_id124	2293	1508	1741	1137	1852	1742
chrXV	SGD	primary_transcript	612651	616960	.	-	.	ypd=1;ID=YOR151C_id001	23489	15769	12031	8620	9265	9732
chrXV	yeastutrgff	primary_transcript	619815	624500	.	+	.	ID=YOR153W_tx0	43998	28006	19319	13738	11508	14358
chrXV	SGD	primary_transcript	624682	626651	.	+	.	ypd=4;ID=YOR154W_id002	2458	1672	1208	875	537	556
chrXV	SGD	primary_transcript	626541	627994	.	-	.	ypd=4;ID=YOR155C_id017	3114	2087	3678	2614	3407	3515
chrXV	SGD	primary_transcript	628111	630707	.	-	.	ypd=5;ID=YOR156C_id002	1293	849	1356	934	825	824
chrXV	SGD	primary_transcript	630914	631816	.	-	.	ypd=131;ID=YOR157C_id375	6684	4314	4252	2694	5539	5494
chrXV	SGD	primary_transcript	632137	633160	.	+	.	ypd=48;ID=YOR158W_id189	2700	1853	2774	1908	1925	1919
chrXV	SGD	primary_transcript	633038	633624	.	-	.	ypd=16;ID=YOR159C_id068	2162	1379	1063	733	954	844
chrXV	SGD	primary_transcript	633797	636841	.	+	.	ypd=4;ID=YOR160W_id005	3907	2667	3420	2483	2578	2392
chrXV	SGD	primary_transcript	636820	638695	.	-	.	ypd=1;ID=YOR161C_id001	5884	3772	20790	12791	15562	15320
chrXV	yeastutrgff	primary_transcript	639435	642017	.	-	.	ID=YOR162C_tx0	1726	1046	2228	1456	1912	1916
chrXV	SGD	primary_transcript	642704	643380	.	+	.	ypd=77;ID=YOR163W_id077	2242	1485	1519	937	1413	1550
chrXV	SGD	primary_transcript	643179	644352	.	-	.	ypd=21;ID=YOR164C_id080	6520	4277	4031	2832	2612	2497
chrXV	SGD	primary_transcript	644524	647063	.	+	.	ypd=10;ID=YOR165W_id008	7690	4943	5216	3676	2334	2333
chrXV	SGD	primary_transcript	646953	648557	.	-	.	ypd=7;ID=YOR166C_id006	2256	1466	1419	1011	470	465
chrXV	SGD	primary_transcript	648673	649019	.	-	.	ypd=1160;ID=YOR167C_id347	39676	26204	14728	9945	4576	3805
chrXV	SGD	primary_transcript	649272	651833	.	+	.	ypd=7;ID=YOR168W_id018	25293	16372	12564	8686	4451	4277
chrXV	SGD	primary_transcript	651841	653952	.	-	.	ypd=3;ID=YOR171C_id009	4765	3022	3683	2477	2503	2399
chrXV	SGD	primary_transcript	654183	656772	.	+	.	ypd=2;ID=YOR172W_id004	2651	1733	3124	2161	2265	2054
chrXV	SGD	primary_transcript	657216	658466	.	+	.	ypd=2;ID=YOR173W_id006	1351	921	9924	6592	22879	20746
chrXV	SGD	primary_transcript	658645	659726	.	+	.	ypd=12;ID=YOR174W_id031	1983	1369	1924	1378	546	550
chrXV	SGD	primary_transcript	659653	661752	.	-	.	ypd=3;ID=YOR175C_id013	10992	7226	7844	5441	2930	3074
chrXV	SGD	primary_transcript	662327	663654	.	+	.	ypd=4;ID=YOR176W_id039	6309	4171	7827	5456	5869	5530
chrXV	yeastutrgff	primary_transcript	665660	667204	.	-	.	ID=YOR177C_tx0	260	166	340	237	527	564
chrXV	yeastutrgff	primary_transcript	667735	670266	.	-	.	ID=YOR178C_tx0	72	55	6750	4178	2253	1597
chrXV	SGD	primary_transcript	671594	672431	.	-	.	ypd=11;ID=YOR179C_id115	1218	798	1491	1050	590	601
chrXV	SGD	primary_transcript	674095	675655	.	-	.	ypd=2;ID=YOR180C_id006	971	668	1532	1028	311	290
chrXV	SGD	primary_transcript	675874	677970	.	+	.	ypd=2;ID=YOR181W_id001	3459	2163	3574	2036	2905	2596
chrXV	SGD	primary_transcript	678089	678821	.	-	.	ypd=379;ID=YOR182C_id120	25722	17466	9615	6155	2217	1772
chrXV	SGD	primary_transcript	679264	680660	.	+	.	ypd=18;ID=YOR184W_id059	20341	13939	10274	7506	3969	4041
chrXV	SGD	primary_transcript	681378	682164	.	-	.	ypd=63;ID=YOR185C_id077	3116	2074	3811	2570	8483	7643
chrXV	SGD	primary_transcript	684013	685465	.	+	.	ypd=30;ID=YOR187W_id181	14443	9508	11196	7813	8700	8186
chrXV	SGD	primary_transcript	685760	689310	.	+	.	ypd=2;ID=YOR188W_id007	5531	3521	2212	1450	602	610
chrXV	SGD	primary_transcript	689603	690197	.	+	.	ypd=82;ID=YOR189W_id066	1664	1181	1094	738	1065	981
chrXV	SGD	primary_transcript	690332	692293	.	+	.	ypd=2;ID=YOR190W_id002	270	189	180	134	188	164
chrXV	yeastutrgff	primary_transcript	692450	697459	.	+	.	ID=YOR191W_tx0	6440	4281	6100	3981	3113	3296
chrXV	yeastutrgff	primary_transcript	698643	700592	.	-	.	ID=YOR192C_tx0	517	351	645	404	234	236
chrXV	SGD	primary_transcript	710377	711690	.	+	.	ypd=1;ID=YOR193W_id002	1170	779	2322	1588	930	850
chrXV	SGD	primary_transcript	711614	712612	.	-	.	ypd=295;ID=YOR194C_id114	5358	3546	3536	2408	2812	2672
chrXV	SGD	primary_transcript	712796	715533	.	+	.	ypd=4;ID=YOR195W_id012	5601	3641	2618	1740	1803	1624
chrXV	SGD	primary_transcript	715438	716861	.	-	.	ypd=18;ID=YOR196C_id047	3537	2396	2124	1498	1198	1260
chrXV	SGD	primary_transcript	717070	718462	.	+	.	ypd=32;ID=YOR197W_id058	8341	5387	3500	2277	2790	2675
chrXV	SGD	primary_transcript	718393	720127	.	-	.	ypd=6;ID=YOR198C_id125	17908	11569	8720	5824	6676	5655
chrXV	SGD	primary_transcript	720396	721749	.	-	.	ypd=35;ID=YOR201C_id016	3218	2194	1695	1085	700	711
chrXV	SGD	primary_transcript	721936	722694	.	+	.	ypd=469;ID=YOR202W_id209	4845	3115	1488	895	549	451
chrXV	SGD	primary_transcript	722892	725446	.	+	.	ypd=11;ID=YOR204W_id021	9847	6305	6921	4872	8424	6288
chrXV	SGD	primary_transcript	725443	727242	.	-	.	ypd=4;ID=YOR205C_id020	1904	1328	922	638	543	493
chrXV	SGD	primary_transcript	727483	729733	.	+	.	ypd=4;ID=YOR206W_id002	11209	7333	4586	3190	640	567
chrXV	SGD	primary_transcript	729879	733522	.	-	.	ypd=3;ID=YOR207C_id009	9214	6169	3855	2742	1082	1058
chrXV	yeastutrgff	primary_transcript	733900	736302	.	+	.	ID=YOR208W_tx0	1793	1152	1452	941	3012	2583
chrXV	SGD	primary_transcript	736309	737874	.	-	.	ypd=7;ID=YOR209C_id030	9879	6609	5089	3522	2998	2639
chrXV	SGD	primary_transcript	738258	738828	.	+	.	ypd=138;ID=YOR210W_id102	7021	4713	2726	1793	1390	1259
chrXV	SGD	primary_transcript	738800	741776	.	-	.	ypd=2;ID=YOR211C_id001	4708	2927	4169	2668	2146	2126
chrXV	SGD	primary_transcript	742687	744329	.	+	.	ypd=2;ID=YOR212W_id002	7387	4809	6487	4561	987	1035
chrXV	SGD	primary_transcript	744191	745399	.	-	.	ypd=36;ID=YOR213C_id017	1389	958	1220	894	459	381
chrXV	yeastutrgff	primary_transcript	745468	746328	.	-	.	ID=YOR214C_tx0	5	2	12	5	13	11
chrXV	SGD	primary_transcript	746583	747312	.	-	.	ypd=58;ID=YOR215C_id114	2836	1882	3848	2609	3870	3760
chrXV	SGD	primary_transcript	747422	749031	.	-	.	ypd=5;ID=YOR216C_id028	4826	3278	2831	1935	2132	2016
chrXV	SGD	primary_transcript	749187	752114	.	+	.	ypd=4;ID=YOR217W_id003	7369	4953	3379	2425	1876	2141
chrXV	yeastutrgff	primary_transcript	752089	755034	.	-	.	ID=YOR219C_tx0	4330	2811	5255	3589	3273	3027
chrXV	SGD	primary_transcript	755304	756297	.	+	.	ypd=16;ID=YOR220W_id047	2138	1472	5694	4037	6421	5263
chrXV	SGD	primary_transcript	756307	757610	.	-	.	ypd=10;ID=YOR221C_id053	2100	1339	2331	1383	1680	1798
chrXV	SGD	primary_transcript	758302	759313	.	+	.	ypd=91;ID=YOR222W_id113	7197	4605	5035	3506	569	514
chrXV	SGD	primary_transcript	759763	760861	.	+	.	ypd=5;ID=YOR223W_id020	1028	720	2049	1389	1260	1175
chrXV	SGD	primary_transcript	760718	761301	.	-	.	ypd=352;ID=YOR224C_id226	6660	4052	2139	1269	742	681
chrXV	SGD	primary_transcript	761457	762105	.	-	.	ypd=118;ID=YOR226C_id126	2943	1933	1896	1248	881	801
chrXV	yeastutrgff	primary_transcript	762800	766690	.	+	.	ID=YOR227W_tx0	5731	3613	6985	4242	7611	7609
chrXV	SGD	primary_transcript	766736	767997	.	-	.	ypd=17;ID=YOR228C_id061	1018	655	1726	1208	1955	1679
chrXV	SGD	primary_transcript	768316	770017	.	+	.	ypd=4;ID=YOR229W_id004	1402	937	765	493	354	276
chrXV	SGD	primary_transcript	770749	772301	.	+	.	ypd=112;ID=YOR230W_id107	16313	10747	18803	12614	31040	26639
chrXV	SGD	primary_transcript	772452	774314	.	+	.	ypd=5;ID=YOR231W_id017	3377	2092	2365	1452	1261	1293
chrXV	SGD	primary_transcript	774456	775394	.	+	.	ypd=161;ID=YOR232W_id129	10629	7048	5036	3490	2618	2673
chrXV	SGD	primary_transcript	775668	778315	.	+	.	ypd=3;ID=YOR233W_id002	3527	2317	1740	1312	608	607
chrXV	SGD	primary_transcript	778479	779423	.	-	.	ypd=739;ID=YOR234C_id1213	23355	15602	7973	5489	1666	1261
chrXV	SGD	primary_transcript	780873	781607	.	+	.	ypd=8;ID=YOR236W_id022	1891	1270	686	412	217	183
chrXV	yeastutrgff	primary_transcript	781969	783423	.	+	.	ID=YOR237W_tx0	195	127	129	100	113	90
chrXV	SGD	primary_transcript	784803	786951	.	+	.	ypd=3;ID=YOR239W_id011	11441	7237	5974	4077	3608	3229
chrXV	yeastutrgff	primary_transcript	786970	788766	.	+	.	ID=YOR241W_tx0	5919	4033	3319	2388	1889	1878
chrXV	yeastutrgff	primary_transcript	788617	789882	.	-	.	ID=YOR242C_tx0	326	229	101	82	73	57
chrXV	SGD	primary_transcript	789960	792255	.	-	.	ypd=5;ID=YOR243C_id024	8924	6048	2646	1895	720	662
chrXV	SGD	primary_transcript	792473	793967	.	+	.	ypd=7;ID=YOR244W_id019	2286	1507	3023	2075	1294	1287
chrXV	SGD	primary_transcript	793961	795541	.	-	.	ypd=4;ID=YOR245C_id011	2409	1573	2673	1914	3028	2863
chrXV	SGD	primary_transcript	795718	796856	.	-	.	ypd=263;ID=YOR246C_id193	6319	4161	3243	2405	1244	1216
chrXV	yeastutrgff	primary_transcript	797651	798433	.	+	.	ID=YOR247W_tx0	34299	22118	12907	8314	3502	4098
chrXV	SGD	primary_transcript	798620	800749	.	-	.	ypd=6;ID=YOR249C_id009	1885	1225	2369	1725	1256	1242
chrXV	SGD	primary_transcript	800930	802345	.	-	.	ypd=5;ID=YOR250C_id037	1697	1138	1804	1226	1138	1067
chrXV	SGD	primary_transcript	802455	803489	.	-	.	ypd=23;ID=YOR251C_id033	3289	2082	1852	1214	1173	1109
chrXV	SGD	primary_transcript	803635	804276	.	+	.	ypd=147;ID=YOR252W_id111	2055	1364	660	465	282	251
chrXV	SGD	primary_transcript	804348	805019	.	+	.	ypd=155;ID=YOR253W_id102	3671	2580	1409	963	1011	887
chrXV	SGD	primary_transcript	804939	807043	.	-	.	ypd=51;ID=YOR254C_id061	13989	9309	6590	4612	4636	4163
chrXV	yeastutrgff	primary_transcript	807246	808232	.	+	.	ID=YOR255W_tx0	12	1	17	6	108	65
chrXV	SGD	primary_transcript	808185	810855	.	-	.	ypd=1;ID=YOR256C_id001	4445	3009	3852	2564	2943	3032
chrXV	SGD	primary_transcript	810979	811548	.	+	.	ypd=37;ID=YOR257W_id073	1725	1127	1495	1034	1471	1189
chrXV	SGD	primary_transcript	811629	812412	.	+	.	ypd=10;ID=YOR258W_id017	429	238	461	327	332	325
chrXV	SGD	primary_transcript	812337	813737	.	-	.	ypd=37;ID=YOR259C_id184	12909	8564	10165	6789	10017	9942
chrXV	SGD	primary_transcript	813940	815841	.	+	.	ypd=9;ID=YOR260W_id023	10127	6395	3650	2531	1522	1644
chrXV	SGD	primary_transcript	815838	817024	.	-	.	ypd=10;ID=YOR261C_id085	12826	8755	9237	6301	11014	10758
chrXV	SGD	primary_transcript	817229	818436	.	+	.	ypd=142;ID=YOR262W_id019	2263	1639	1079	719	660	688
chrXV	SGD	primary_transcript	818813	820341	.	+	.	ypd=4;ID=YOR264W_id016	4383	2811	6893	4624	1603	2105
chrXV	SGD	primary_transcript	820425	820805	.	+	.	ypd=57;ID=YOR265W_id297	1922	1384	941	716	1040	1026
chrXV	SGD	primary_transcript	820919	822369	.	+	.	ypd=4;ID=YOR266W_id002	1170	792	1225	839	511	531
chrXV	SGD	primary_transcript	822408	825046	.	-	.	ypd=1;ID=YOR267C_id008	3963	2565	10221	6125	15479	11319
chrXV	SGD	primary_transcript	826309	828029	.	+	.	ypd=4;ID=YOR269W_id002	1153	750	1150	780	478	278
chrXV	SGD	primary_transcript	827925	830745	.	-	.	ypd=18;ID=YOR270C_id062	33877	22595	22621	15879	12207	12164
chrXV	SGD	primary_transcript	832766	834274	.	+	.	ypd=95;ID=YOR272W_id065	5766	3919	2572	1760	372	310
chrXV	SGD	primary_transcript	834317	836632	.	-	.	ypd=1;ID=YOR273C_id001	5427	3550	15980	10452	19150	15296
chrXV	SGD	primary_transcript	837674	839198	.	+	.	ypd=2;ID=YOR274W_id013	1568	1025	1198	855	792	695
chrXV	SGD	primary_transcript	838952	841077	.	-	.	ypd=13;ID=YOR275C_id027	3364	2266	3456	2518	2886	2848
chrXV	SGD	primary_transcript	841308	841910	.	+	.	ypd=49;ID=YOR276W_id155	9773	6556	3952	2644	1722	1560
chrXV	SGD	primary_transcript	842796	843725	.	+	.	ypd=23;ID=YOR278W_id086	1470	1027	1785	1270	621	682
chrXV	SGD	primary_transcript	843604	844741	.	-	.	ypd=5;ID=YOR279C_id017	941	677	1211	810	524	498
chrXV	SGD	primary_transcript	844927	845804	.	-	.	ypd=10;ID=YOR280C_id110	1596	1052	1093	774	844	869
chrXV	SGD	primary_transcript	846175	847171	.	-	.	ypd=12;ID=YOR281C_id047	4565	3166	2277	1486	1321	1302
chrXV	SGD	primary_transcript	847349	848321	.	+	.	ypd=23;ID=YOR283W_id022	4157	2754	2106	1564	1159	1023
chrXV	SGD	primary_transcript	848403	849490	.	+	.	ypd=5;ID=YOR284W_id010	1143	752	673	480	269	301
chrXV	SGD	primary_transcript	849629	850122	.	+	.	ypd=186;ID=YOR285W_id270	6298	4220	6693	4611	12527	11895
chrXV	SGD	primary_transcript	850276	850813	.	+	.	ypd=202;ID=YOR286W_id310	2793	1840	1867	1222	1261	1269
chrXV	SGD	primary_transcript	850859	851861	.	-	.	ypd=15;ID=YOR287C_id056	1467	977	553	378	108	67
chrXV	SGD	primary_transcript	851881	853118	.	-	.	ypd=8;ID=YOR288C_id003	2158	1451	2942	2083	6248	4605
chrXV	yeastutrgff	primary_transcript	855022	860283	.	-	.	ID=YOR290C_tx0	9206	5646	7905	4869	5787	5675
chrXV	SGD	primary_transcript	861034	865705	.	+	.	ypd=1;ID=YOR291W_id001	5596	3617	5018	3201	3681	3856
chrXV	SGD	primary_transcript	867071	867993	.	+	.	ypd=12499;ID=YOR293W_id569	54693	36598	16940	11643	3788	3046
chrXV	SGD	primary_transcript	868294	869087	.	+	.	ypd=12;ID=YOR294W_id059	3958	2519	711	463	282	175
chrXV	SGD	primary_transcript	869131	870125	.	+	.	ypd=3;ID=YOR295W_id002	938	630	643	428	129	105
chrXV	SGD	primary_transcript	874614	875347	.	-	.	ypd=379;ID=YOR297C_id112	1162	700	1089	703	443	402
chrXV	SGD	primary_transcript	876999	877729	.	-	.	ypd=67;ID=YOR298C-A_id341	25931	17560	51206	35194	94114	66045
chrXV	yeastutrgff	primary_transcript	875574	877163	.	+	.	ID=YOR298W_tx0	256	144	152	90	37	35
chrXV	SGD	primary_transcript	878295	880734	.	+	.	ypd=3;ID=YOR299W_id003	4060	2600	5082	3393	4835	4305
chrXV	SGD	primary_transcript	880934	882582	.	+	.	ypd=3;ID=YOR301W_id009	2152	1411	1596	1074	563	611
chrXV	SGD	primary_transcript	882669	884034	.	+	.	ypd=2;ID=YOR302W_id002	13593	8794	17720	12079	7340	6549
chrXV	SGD	primary_transcript	882771	884209	.	+	.	ypd=6;ID=YOR303W_id011	14854	9679	19382	13202	8093	7177
chrXV	SGD	primary_transcript	888200	888751	.	-	.	ypd=38;ID=YOR304C-A_id207	1479	940	853	598	466	390
chrXV	SGD	primary_transcript	884472	887958	.	+	.	ypd=1;ID=YOR304W_id001	5504	3480	5225	3348	2291	2188
chrXV	SGD	primary_transcript	888935	889907	.	+	.	ypd=3;ID=YOR305W_id009	2100	1307	1417	991	727	672
chrXV	SGD	primary_transcript	889812	891596	.	-	.	ypd=4;ID=YOR306C_id005	984	632	753	572	676	474
chrXV	SGD	primary_transcript	892429	894289	.	-	.	ypd=3;ID=YOR307C_id002	3602	2486	3055	2212	1567	1506
chrXV	yeastutrgff	primary_transcript	894499	896412	.	-	.	ID=YOR308C_tx0	2000	1313	1322	843	643	690
chrXV	SGD	primary_transcript	896728	898393	.	-	.	ypd=4;ID=YOR310C_id005	25650	16605	6383	4204	1669	1257
chrXV	SGD	primary_transcript	898847	899975	.	-	.	ypd=39;ID=YOR311C_id085	3715	2403	2377	1618	1658	1497
chrXV	SGD	primary_transcript	900164	901220	.	-	.	ypd=86;ID=YOR312C_id381	67060	44290	23063	15972	5325	4156
chrXV	SGD	primary_transcript	901647	903372	.	-	.	ypd=3;ID=YOR313C_id025	508	340	212	139	84	56
chrXV	SGD	primary_transcript	904673	906211	.	+	.	ypd=5;ID=YOR315W_id017	5828	3797	575	452	158	129
chrXV	SGD	primary_transcript	906094	907711	.	-	.	ypd=11;ID=YOR316C_id022	3703	2401	3025	1988	2594	2653
chrXV	SGD	primary_transcript	909314	911694	.	+	.	ypd=11;ID=YOR317W_id033	21944	14761	40049	27710	37142	36857
chrXV	SGD	primary_transcript	912798	913595	.	+	.	ypd=5;ID=YOR319W_id038	1206	812	1203	822	597	577
chrXV	SGD	primary_transcript	913515	915209	.	-	.	ypd=3;ID=YOR320C_id017	5633	3761	3355	2364	1464	1524
chrXV	SGD	primary_transcript	915986	918327	.	+	.	ypd=35;ID=YOR321W_id081	3110	2100	2060	1351	1645	1663
chrXV	yeastutrgff	primary_transcript	918481	921087	.	-	.	ID=YOR322C_tx0	4875	3115	4492	2855	2653	2498
chrXV	SGD	primary_transcript	921452	922924	.	-	.	ypd=29;ID=YOR323C_id181	13004	8293	5754	3634	3159	2992
chrXV	SGD	primary_transcript	923097	925197	.	-	.	ypd=1;ID=YOR324C_id001	2520	1555	2580	1728	924	853
chrXV	yeastutrgff	primary_transcript	925696	930570	.	+	.	ID=YOR326W_tx0	25646	17089	11967	8542	6211	6576
